PROJ_NO,BLK_NO,LTH,BTH,HGT,NET_WGT,WKA_CD,DTL_ARNO_CD,MODI_WKA_DESC,WK_NM,IA_NOW_P_STG,NOW_CODE_DESC,IA_NOW_STDT,IA_NOW_FNDT,IM_NOW_FNDT,IA_NOW_SCTN_CD,IA_NOW_WKA_NM,IA_NOW_WK_CENT,IA_NOW_WK_CENT_DSC,IA_AF_BLK_NO,IA_AF_P_STG,AF_CODE_DESC,IA_AF_STDT,IA_AF_FNDT,IM_AF_STDT,IA_AF_SCTN_CD,IA_AF_WKA_NM,IA_AF_WK_CENT,IA_AF_WK_CENT_DSC,LOGI_UPLOAD_DT,LOGI_CHK_DT,LOGI_CHK_DESC,TRNS_FNDT,EXP_PRE_OUTFIT_STDT,IA_AF_STDT_HIS,PRE_OUTFIT_NOTE,TB_NM,IN_OUT_AREA,ACCUM_YN,LEN_PROJ_NO,LEN_BLK_NO,LOG_TIME,GO_OUT_CHK,CHECK_CUR_JOB,CHECK_NEXT_JOB,LOGI_BUFFER_TIME,YARD_IN_DT,CHECK_SIZE,CHECK_DAY_NIGHT,NOW_WORK,CHECK_WORK,CHECK_IN,CHECK_OUTFITTING,RANK
SN2654,H101S,11.500,11.100,3.800,24.000,VA,10,VA-10,부수이동,OP,내업의장,20240513,20240517,20240520,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,H100S,A,대조립(ASSEMBLY),20240521,20240605,20240612,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240522.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,-7,20240521,1,0,WORK,0,1,1,955
SN2654,E525P,8.300,5.600,1.500,9.000,VA,11,VA-11,부수이동,M,중조(MID ASSEMBLY),20240510,20240517,20240514,생산1,C4,1J92500,[가상]전략생산팀(가공그룹)조립3과,E520P,S,소조립(SUB ASSEMBLY),20240521,20240524,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,-7,20240521,1,0,WORK,0,1,1,956
SN2654,E524P,12.400,5.800,2.200,13.000,UF,16,UF-16,부수이동,M,중조(MID ASSEMBLY),20240514,20240521,20240522,생산1,C4,1J92500,[가상]전략생산팀(가공그룹)조립3과,E520P,S,소조립(SUB ASSEMBLY),20240521,20240524,,,,,,,,,20240521.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,-7,20240521,1,0,WORK,0,1,1,957
SN2654,E522P,12.000,5.800,1.000,10.000,NA,08,NA-08,부수이동,M,중조(MID ASSEMBLY),20240509,20240522,20240521,생산1,C2,1J92300,[가상]전략생산팀(가공그룹)조립2과,E520P,S,소조립(SUB ASSEMBLY),20240521,20240524,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,-7,20240521,1,0,WORK,0,1,1,958
SN2654,E521P,9.700,5.800,1.700,10.000,VB,16,VB-16,부수이동,OP,내업의장,20240517,20240520,20240527,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,E520P,S,소조립(SUB ASSEMBLY),20240521,20240524,,,,,,,,,20240525.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,-7,20240521,1,0,WORK,0,1,1,959
SN2640,E22AP,9.800,3.900,4.600,9.000,UA,11,UA-11,부수이동,MP,선행중조,20240509,20240523,20240607,생산1,R2,1J92300,[가상]전략생산팀(가공그룹)조립2과,E221P,C,가공(CUTTING),20240521,20240531,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-7,20240521,1,0,WORK,0,1,1,960
SN2637,D721S,12.300,4.600,1.000,6.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240513,20240520,20240522,생산2,3J,1G58200,선행의장부선행의장1과,D720S,C,가공(CUTTING),20240521,20240523,20240624,생산2,HN,1H92500,선행의장부신한내의장과,,,,20240521.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,-7,20240521,1,0,WORK,0,1,1,961
SN2634,E51GC,20.800,45.800,5.200,0.000,2P5,03,2P5-03,PE착수,G,PE(PRE-ERECTION),20240517,20240607,20240603,생산3,F7Q,1L91200,해)구조부구조2과,E41UC,G,PE(PRE-ERECTION),20240521,20240709,20240521,생산3,F7Q,1L91200,해)구조부구조2과,,,,20240517.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-7,20240521,1,0,WORK,0,1,1,962
SN2607,D390S,14.900,13.500,4.400,23.000,3K,15,3K-15,부수이동,OU,올리기(BLOCK LIFT UP),20240528,20240528,20240528,생산2,,,,D37GS,G,PE(PRE-ERECTION),20240521,20240613,,,,,,20240527,20240527,도장,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-7,20240521,1,0,WORK,0,1,1,963
SN2599,D41AP,15.200,4.500,2.200,14.000,NA,09,NA-09,조립OUT,MP,선행중조,20240513,20240523,20240531,생산1,N5,1J92500,[가상]전략생산팀(가공그룹)조립3과,D411P,C,가공(CUTTING),20240521,20240529,,,,,,,,,20240523.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-7,20240521,1,0,WORK,0,1,1,964
SN2466,A211P,16.100,8.800,5.200,42.000,68,11,68-11,부수이동,OP,내업의장,20240527,20240529,20240527,생산2,2PD,1G58500,선행의장부선행의장2과,A210C,A,대조립(ASSEMBLY),20240521,20240617,20240701,생산2,3I,1G58500,선행의장부선행의장2과,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,-7,20240521,1,0,WORK,0,1,1,965
SN2463,C820S,1.400,18.500,1.800,8.000,PS3,11,PS3-11,사외IN,OU,올리기(BLOCK LIFT UP),20240528,20240528,20240516,생산2,,,,F62GS,G,PE(PRE-ERECTION),20240521,20240614,20240604,생산2,8Q,1J56200,건조1부건조1과,20240513,20240513,도장,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-7,20240521,1,0,WORK,0,1,1,966
SN2640,E11XS,14.100,5.600,4.200,18.000,55BAY,01,55BAY-01,부수이동,MP,선행중조,20240513,20240521,20240522,생산2,55A,1J46100,조립부조립1과,E114S,M,중조(MID ASSEMBLY),20240520,20240530,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-8,20240520,1,0,WORK,0,1,1,967
SN2640,E11XP,14.100,5.600,4.100,16.000,55BAY,01,55BAY-01,부수이동,MP,선행중조,20240513,20240521,20240522,생산2,55A,1J46100,조립부조립1과,E114P,M,중조(MID ASSEMBLY),20240520,20240530,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-8,20240520,1,0,WORK,0,1,1,968
SN2638,A212P,19.300,9.500,7.000,50.000,조립,53BAY,조립-53BAY,,M,중조(MID ASSEMBLY),20240424,20240524,20240509,생산2,53E,1H46300,조립부조립3과,A210P,A,대조립(ASSEMBLY),20240520,20240618,20240418,2,53A,1H46300,조립부조립3과,20240528,20240529,조립,,,,,TB_PPT_READ_ASS_53BAY,사내,작업장,6,5,2024-05-28 17:32:54.377,False,0,1,-8,20240520,1,0,WORK,0,1,1,969
SN2634,E540C,21.100,18.800,5.200,84.000,2P1,23,2P1-23,부수이동,R,TURN OVER,20240528,20240528,20240513,생산3,,,,E52GC,G,PE(PRE-ERECTION),20240520,20240610,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-8,20240520,1,0,WORK,0,1,1,970
SN2634,E520S,21.700,13.700,5.600,63.000,2P1,12,2P1-12,부수이동,R,TURN OVER,20240528,20240528,20240514,생산3,,,,E52GC,G,PE(PRE-ERECTION),20240520,20240610,,,,,,20240418,20240417,선행의장,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-8,20240520,1,0,WORK,0,1,1,971
SN2631,E221S,10.500,8.300,4.900,16.000,UA,11,UA-11,부수이동,M,중조(MID ASSEMBLY),20240509,20240516,20240510,생산1,C4,1J92500,[가상]전략생산팀(가공그룹)조립3과,E220S,A,대조립(ASSEMBLY),20240520,20240531,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,-8,20240520,1,0,WORK,0,1,1,972
SN2609,T521P,5.300,4.900,2.800,6.000,OFD,01,OFD-01,부수이동,M,중조(MID ASSEMBLY),20240513,20240517,20240527,생산2,55A,1J46100,조립부조립1과,T520P,C,가공(CUTTING),20240520,20240522,,,,,,,,,20240522.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-8,20240520,1,0,WORK,0,1,1,973
SN2599,B221P,14.900,14.600,3.200,65.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240516,20240520,20240520,생산2,3J,1G58200,선행의장부선행의장1과,B220P,S,소조립(SUB ASSEMBLY),20240520,20240522,20240617,생산2,3J,1G58200,선행의장부선행의장1과,20240528,20240523,선행의장,20240517.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,-8,20240520,1,0,WORK,0,1,1,974
SN2616,S822P,8.500,7.100,2.400,9.000,UF,16,UF-16,조립OUT,M,중조(MID ASSEMBLY),20240502,20240514,20240516,생산1,C4,1J92500,[가상]전략생산팀(가공그룹)조립3과,S820P,S,소조립(SUB ASSEMBLY),20240517,20240521,,,,,,,,,20240517.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,-11,20240517,1,0,WORK,0,1,1,975
SN2616,S821P,6.800,3.000,2.600,4.000,UF,16,UF-16,조립OUT,M,중조(MID ASSEMBLY),20240507,20240516,20240516,생산1,C4,1J92500,[가상]전략생산팀(가공그룹)조립3과,S820P,S,소조립(SUB ASSEMBLY),20240517,20240521,,,,,,,,,20240517.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,-11,20240517,1,0,WORK,0,1,1,976
SN2654,F211P,4.300,5.000,3.000,7.000,UF,18,UF-18,부수이동,OP,내업의장,20240513,20240513,20240527,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,F210P,C,가공(CUTTING),20240516,20240520,20240611,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240508.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,-12,20240516,1,0,WORK,0,1,1,977
SN2654,E517P,5.800,15.600,1.600,16.000,GA,06,GA-06,부수이동,M,중조(MID ASSEMBLY),20240508,20240513,20240514,생산1,N1,1J92500,[가상]전략생산팀(가공그룹)조립3과,E510P,S,소조립(SUB ASSEMBLY),20240516,20240521,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,1,-12,20240516,1,0,WORK,0,1,1,978
SN2654,E515P,8.100,5.400,2.600,13.000,VB,01,VB-01,부수이동,M,중조(MID ASSEMBLY),20240507,20240513,20240513,생산1,C4,1J92500,[가상]전략생산팀(가공그룹)조립3과,E510P,S,소조립(SUB ASSEMBLY),20240516,20240521,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,-12,20240516,1,0,WORK,0,1,1,979
SN2654,E514P,12.600,5.400,1.500,14.000,VA,11,VA-11,부수이동,M,중조(MID ASSEMBLY),20240503,20240513,20240513,생산1,C4,1J92500,[가상]전략생산팀(가공그룹)조립3과,E510P,S,소조립(SUB ASSEMBLY),20240516,20240521,,,,,,,,,20240520.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,1,-12,20240516,1,0,WORK,0,1,1,980
SN2638,M220S,11.600,17.400,3.500,34.000,57C,04,57C-04,부수이동,OU,올리기(BLOCK LIFT UP),20240527,20240527,20240527,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240516,20240718,,,,,,,,,20240513.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,981
SN2638,M220P,11.600,17.500,3.500,34.000,57C,04,57C-04,부수이동,OU,올리기(BLOCK LIFT UP),20240527,20240527,20240527,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240516,20240718,,,,,,,,,20240513.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,982
SN2638,M210S,10.100,19.600,3.500,55.000,SGH,01,SGH-01,부수이동,OU,올리기(BLOCK LIFT UP),20240524,20240524,20240524,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240516,20240718,,,,,,,,,20240508.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,983
SN2638,M210P,10.100,19.700,3.500,54.000,SGH,01,SGH-01,부수이동,OU,올리기(BLOCK LIFT UP),20240524,20240524,20240524,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240516,20240718,,,,,,,,,20240508.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,984
SN2638,M120S,12.900,19.300,6.000,60.000,57D,02,57D-02,부수이동,OU,올리기(BLOCK LIFT UP),20240520,20240520,20240520,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240516,20240718,,,,,,,,,20240502.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,985
SN2638,M120P,12.900,18.900,6.000,68.000,57D,03,57D-03,부수이동,OU,올리기(BLOCK LIFT UP),20240520,20240520,20240520,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240516,20240718,,,,,,,,,20240502.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,986
SN2638,M110S,10.000,21.000,6.000,78.000,SGB,01,SGB-01,부수이동,OU,올리기(BLOCK LIFT UP),20240517,20240517,20240517,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240516,20240718,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,987
SN2638,M110P,10.000,21.900,6.000,83.000,SGB,01,SGB-01,부수이동,OU,올리기(BLOCK LIFT UP),20240517,20240517,20240517,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240516,20240718,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,988
SN2637,K18GC,30.200,14.300,3.200,0.000,JC,04,JC-04,PE착수,OG,MAIN 의장,20240516,20240528,20240524,생산1,J,1J95300,전략생산팀(의장그룹)의장3과,K18GC,G,PE(PRE-ERECTION),20240516,20240529,20240513,생산1,J,1J95300,전략생산팀(의장그룹)의장3과,,,,20240516.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,0,-12,20240516,1,0,WORK,0,1,1,989
SN2637,D39AP,14.900,4.600,2.200,14.000,VB,15,VB-15,부수이동,MP,선행중조,20240508,20240516,20240524,생산1,N5,1J92500,[가상]전략생산팀(가공그룹)조립3과,D391P,C,가공(CUTTING),20240516,20240528,,,,,,,,,20240515.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,990
SN2631,E322P,12.100,5.500,3.200,13.000,UE,12,UE-12,부수이동,OP,내업의장,20240523,20240523,20240531,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,E320P,C,가공(CUTTING),20240516,20240524,,,,,,,,,20240524.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,-12,20240516,1,0,WORK,0,1,1,991
SN2599,F311P,16.600,8.300,4.500,31.000,GA,10,GA-10,부수이동,M,중조(MID ASSEMBLY),20240510,20240517,20240521,생산1,R2,1J92300,[가상]전략생산팀(가공그룹)조립2과,F310P,C,가공(CUTTING),20240516,20240522,,,,,,,,,20240521.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-12,20240516,1,0,WORK,0,1,1,992
SN2638,B182P,9.400,10.800,4.800,15.000,2B7,56,2B7-56,부수이동,M,중조(MID ASSEMBLY),20240424,20240514,20240517,생산2,3A1,1L73200,조립부조립4과,B180P,S,소조립(SUB ASSEMBLY),20240514,20240517,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,1,-14,20240514,1,0,WORK,0,1,1,993
SN2599,D39AP,15.200,4.500,2.200,15.000,VB,15,VB-15,부수이동,MP,선행중조,20240509,20240520,20240527,생산1,N5,1J92500,[가상]전략생산팀(가공그룹)조립3과,D391P,C,가공(CUTTING),20240514,20240522,,,,,,,,,20240522.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-14,20240514,1,0,WORK,0,1,1,994
SN2599,D522S,13.100,7.500,2.500,7.000,55BAY,01,55BAY-01,부수이동,OP,내업의장,20240507,20240508,20240510,생산2,3J,1G58200,선행의장부선행의장1과,D520S,S,소조립(SUB ASSEMBLY),20240513,20240516,20240530,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,1,-15,20240513,1,0,WORK,0,1,1,995
SN2599,D521S,9.100,7.500,2.500,6.000,55BAY,01,55BAY-01,사외IN,OP,내업의장,20240507,20240508,20240513,생산2,3J,1G58200,선행의장부선행의장1과,D520S,S,소조립(SUB ASSEMBLY),20240513,20240516,20240530,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,1,-15,20240513,1,0,WORK,0,1,1,996
SN2654,H102P,3.800,13.900,5.000,13.000,OB,08,OB-08,부수이동,M,중조(MID ASSEMBLY),20240429,20240507,20240509,생산1,N2,1J92300,[가상]전략생산팀(가공그룹)조립2과,H100P,C,가공(CUTTING),20240510,20240514,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-18,20240510,1,0,WORK,0,1,1,997
SN2654,H101P,11.500,11.100,3.800,24.000,UE,18,UE-18,부수이동,M,중조(MID ASSEMBLY),20240429,20240508,20240513,생산1,N2,1J92300,[가상]전략생산팀(가공그룹)조립2과,H100P,C,가공(CUTTING),20240510,20240514,,,,,,,,,20240508.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-18,20240510,1,0,WORK,0,1,1,998
SN2608,T15GC,30.800,32.500,4.400,0.000,2P4,02,2P4-02,부수이동,T,TOUCH UP,20240528,20240531,20240527,생산3,F7Q,1L91200,해)구조부구조2과,B16VC,G,PE(PRE-ERECTION),20240510,20240624,,,,,,,,,20240516.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-18,20240510,1,0,WORK,0,1,1,999
SN2661,M311P,14.500,15.600,5.200,41.000,OB,16,OB-16,부수이동,M,중조(MID ASSEMBLY),20240508,20240520,20240522,생산1,N3,1J92200,[가상]전략생산팀(가공그룹)조립1과,M310P,C,가공(CUTTING),20240508,20240522,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-20,20240508,1,0,WORK,0,1,1,1000
SN2654,H132P,6.400,6.600,6.500,9.000,VB,14,VB-14,부수이동,M,중조(MID ASSEMBLY),20240502,20240508,20240509,생산1,R2,1J92300,[가상]전략생산팀(가공그룹)조립2과,H130P,C,가공(CUTTING),20240508,20240510,,,,,,,,,20240520.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-20,20240508,1,0,WORK,0,1,1,1001
SN2654,E516P,15.300,5.600,0.900,10.000,UF,18,UF-18,부수이동,C,가공(CUTTING),20240425,20240429,20240429,생산1,N2,,,E510P,C,가공(CUTTING),20240508,20240510,20240508,생산1,M,,,,,,20240508.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-20,20240508,1,0,WORK,0,1,1,1002
SN2465,E332P,5.700,3.500,2.900,3.000,2B8,66,2B8-66,조립OUT,M,중조(MID ASSEMBLY),20240426,20240509,20240509,생산3,FB4B,1L73100,해)조립부조립2과,E330P,S,소조립(SUB ASSEMBLY),20240508,20240514,,,,,,,,,20240429.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,1,-20,20240508,1,0,WORK,0,1,1,1003
SN2631,E212P,15.100,4.700,3.800,18.000,UF,17,UF-17,부수이동,OP,내업의장,20240510,20240510,20240521,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,E210P,C,가공(CUTTING),20240507,20240514,,,,,,,,,20240511.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,-21,20240507,1,0,WORK,0,1,1,1004
SN2607,F220C,14.200,17.800,5.200,27.000,3D,01,3D-01,부수이동,OU,올리기(BLOCK LIFT UP),20240509,20240509,20240430,생산2,,,,F12GC,G,PE(PRE-ERECTION),20240507,20240531,,,,,,20240429,20240429,도장,20240509.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-21,20240507,1,0,WORK,0,1,1,1005
SN2637,M510S,22.700,17.500,3.700,67.000,SGH,01,SGH-01,부수이동,OU,올리기(BLOCK LIFT UP),20240528,20240528,20240430,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240503,20240701,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-25,20240503,1,0,WORK,0,1,1,1006
SN2637,M510P,21.500,17.800,3.700,69.000,SGH,01,SGH-01,부수이동,OU,올리기(BLOCK LIFT UP),20240528,20240528,20240430,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240503,20240701,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-25,20240503,1,0,WORK,0,1,1,1007
SN2616,F622P,5.100,11.400,3.600,11.000,BA,01,BA-01,부수이동,M,중조(MID ASSEMBLY),20240426,20240503,20240502,생산1,C4,1J92500,[가상]전략생산팀(가공그룹)조립3과,F620P,C,가공(CUTTING),20240502,20240507,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,-26,20240502,1,0,WORK,0,1,1,1008
SN2599,F322C,13.100,19.200,4.200,31.000,DA,02,DA-02,부수이동,OP,내업의장,20240509,20240510,20240510,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,F320C,C,가공(CUTTING),20240502,20240513,20240611,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240510.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,0,-26,20240502,1,0,WORK,0,1,1,1009
SN2599,F321S,14.900,4.500,4.800,21.000,NA,11,NA-11,부수이동,M,중조(MID ASSEMBLY),20240429,20240509,20240509,생산1,C4,1J92500,[가상]전략생산팀(가공그룹)조립3과,F320C,C,가공(CUTTING),20240502,20240513,,,,,,,,,20240514.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-26,20240502,1,0,WORK,0,1,1,1010
SN2465,M510S,11.200,18.800,4.700,58.000,SGO,11,SGO-11,부수이동,OU,올리기(BLOCK LIFT UP),20240527,20240527,20240527,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240502,20240715,,,,,,,,,20240425.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-26,20240502,1,0,WORK,0,1,1,1011
SN2465,M510P,11.200,18.800,4.700,54.000,SGO,10,SGO-10,부수이동,OU,올리기(BLOCK LIFT UP),20240527,20240527,20240527,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240502,20240715,,,,,,,,,20240425.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-26,20240502,1,0,WORK,0,1,1,1012
SN2465,M410S,11.200,18.800,3.400,46.000,57C,03,57C-03,부수이동,OU,올리기(BLOCK LIFT UP),20240522,20240522,20240522,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240502,20240715,,,,,,,,,20240423.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-26,20240502,1,0,WORK,0,1,1,1013
SN2465,M410P,11.200,18.800,3.400,46.000,57C,03,57C-03,부수이동,OU,올리기(BLOCK LIFT UP),20240522,20240522,20240522,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240502,20240715,,,,,,,,,20240423.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-26,20240502,1,0,WORK,0,1,1,1014
SN2465,M320S,7.600,11.200,4.400,17.000,57C,05,57C-05,부수이동,OU,올리기(BLOCK LIFT UP),20240517,20240517,20240517,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240502,20240715,,,,,,,,,20240418.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-26,20240502,1,0,WORK,0,1,1,1015
SN2465,M320P,7.600,11.200,4.400,17.000,57C,05,57C-05,부수이동,OU,올리기(BLOCK LIFT UP),20240517,20240517,20240517,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240502,20240715,,,,,,,,,20240418.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-26,20240502,1,0,WORK,0,1,1,1016
SN2465,M310S,16.800,11.200,4.400,47.000,57C,02,57C-02,부수이동,OU,올리기(BLOCK LIFT UP),20240516,20240516,20240516,생산2,,,,M11UC,G,PE(PRE-ERECTION),20240502,20240715,,,,,,,,,20240410.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,-26,20240502,1,0,WORK,0,1,1,1017
